version,source,arch,installer_name,path,filename,internal_name,file_size,file_date,md5,sha1,sha256,dist_hash_status,dist_gpg_status,discrepancy_note,url
7.9.5,github,x86,npp.7.9.5.Installer.exe,,npp.7.9.5.Installer.exe,,3963192,2021-12-07T19:40:23+00:00,f30b528bafbc5eaf5f9f20c46724bdd6,649f3739c20cb2cacc8a08dbc276793bed45fc4e,e44caeefeed617d7b791fae64a7724b73eeda1c9f96254bdf0e2cc48bd69a792,MATCH,MATCH,,https://github.com/notepad-plus-plus/notepad-plus-plus/releases/download/v7.9.5/npp.7.9.5.Installer.exe
7.9.5,github,x86,npp.7.9.5.Installer.exe,$PLUGINSDIR/nppLocalization/abkhazian.xml,abkhazian.xml,,116384,2021-12-07T19:40:23+00:00,8f993823447105ed98c104fbda8ac6a4,acdde83c09f364ead5c15e84c0fad8f7a57738b1,2a7bf09d914800983e8708c66087f021c2f990e988eb27b1e52bdcf89b538cb6,N/A,N/A,,https://github.com/notepad-plus-plus/notepad-plus-plus/releases/download/v7.9.5/npp.7.9.5.Installer.exe
7.9.5,github,x86,npp.7.9.5.Installer.exe,autoCompletion/actionscript.xml,actionscript.xml,,20745,2021-12-07T19:40:23+00:00,280f64b01191bf89b52c5bbbea1cc290,e01503c8ef4155bde9c89e3e2a21f8437872c4eb,f1fb320fd456938afc0bc852765e393837bcea53bd514838419801bef8436b9e,N/A,N/A,,https://github.com/notepad-plus-plus/notepad-plus-plus/releases/download/v7.9.5/npp.7.9.5.Installer.exe
7.9.5,github,x86,npp.7.9.5.Installer.exe,$PLUGINSDIR/nppLocalization/afrikaans.xml,afrikaans.xml,,29077,2021-12-07T19:40:23+00:00,c2f475cc2b49d3aee490c9059529744a,621e81e87c6c8d45a6be6bc69108d8ab13e2d5a6,5d285d98f8891bcf73a770fde00c3215062842224b81c4e70537569712f84570,N/A,N/A,,https://github.com/notepad-plus-plus/notepad-plus-plus/releases/download/v7.9.5/npp.7.9.5.Installer.exe
7.9.5,github,x86,npp.7.9.5.Installer.exe,$PLUGINSDIR/nppLocalization/albanian.xml,albanian.xml,,57197,2021-12-07T19:40:23+00:00,a648520876f8b3c30a627352c7c52f8a,7fa1240eff3f8ea60d114542fda008a72b845b19,e81fdc20f6a768db14474338d56be5efb863ab53c3013efb325a61e08bc5f452,N/A,N/A,,https://github.com/notepad-plus-plus/notepad-plus-plus/releases/download/v7.9.5/npp.7.9.5.Installer.exe
7.9.5,github,x86,npp.7.9.5.Installer.exe,$PLUGINSDIR/nppLocalization/arabic.xml,arabic.xml,,91893,2021-12-07T19:40:23+00:00,a590242ad98c7af0e0f587a60e54ab1b,f7e016fc47b777adde3880ce15127d7466b94b5f,73132c0f08985cfc8e69e1689bc536c3d72d33a3ca332cd6231986f333d12810,N/A,N/A,,https://github.com/notepad-plus-plus/notepad-plus-plus/releases/download/v7.9.5/npp.7.9.5.Installer.exe
7.9.5,github,x86,npp.7.9.5.Installer.exe,$PLUGINSDIR/nppLocalization/aragonese.xml,aragonese.xml,,49810,2021-12-07T19:40:23+00:00,00312582b79ab1f5a35f8a42f9ed211d,55b8efdfbb1c6d735b8adbeb4a727464c4954ab7,5d6a821703377bb9b49594713d6d3c33f1d78263aa055fcd34c8fa3705041d1e,N/A,N/A,,https://github.com/notepad-plus-plus/notepad-plus-plus/releases/download/v7.9.5/npp.7.9.5.Installer.exe
7.9.5,github,x86,npp.7.9.5.Installer.exe,$PLUGINSDIR/nppLocalization/aranese.xml,aranese.xml,,20821,2021-12-07T19:40:23+00:00,333a18acb93ba083e86679c065b69d15,cb874355fb8e495a2b0b0dcf8868df287ec6a342,de5da809aa6e44c4e6a01c3b5fb7da5a66d9683cb905416f3fcff2ed413ea7c6,N/A,N/A,,https://github.com/notepad-plus-plus/notepad-plus-plus/releases/download/v7.9.5/npp.7.9.5.Installer.exe
7.9.5,github,x86,npp.7.9.5.Installer.exe,functionList/asm.xml,asm.xml,,1349,2021-12-07T19:40:23+00:00,2c5f4897d7f169e06aea28310c8ab9ec,edfd3f6faf838194de9821efd0fe185ffb6be0f0,73526ddb1d23d595680badd6bd87f5dd82869606a7cf7e8707758d48d848257e,N/A,N/A,,https://github.com/notepad-plus-plus/notepad-plus-plus/releases/download/v7.9.5/npp.7.9.5.Installer.exe
7.9.5,github,x86,npp.7.9.5.Installer.exe,autoCompletion/autoit.xml,autoit.xml,,738716,2021-12-07T19:40:23+00:00,986e806d09b5c0fff08c5d9eac33a237,22a0d9893cb6cf82598a698401de38df11389043,b15afd5149673e3d72fc8e99945197c86ad43113230dcd8bbc952a82e965e146,N/A,N/A,,https://github.com/notepad-plus-plus/notepad-plus-plus/releases/download/v7.9.5/npp.7.9.5.Installer.exe
